Case_ID,Activity,Timestamp,Priority,Category,Agent
TKT-1212,Solution Proposed,2024-03-24 18:37:44.884145,Low,Email,Agent8
TKT-1212,Solution Implemented,2024-03-24 22:26:40.704648,Low,Email,Agent7
TKT-1212,Customer Verification,2024-03-26 08:22:49.376065,Low,Email,Agent4
TKT-1212,Ticket Closed,2024-03-26 09:53:28.944789,Low,Email,Agent4
TKT-1213,Ticket Created,2024-08-10 00:00:00.000000,Low,Access,Agent2
TKT-1213,Initial Triage,2024-08-10 01:21:23.806319,Low,Access,Agent8
TKT-1213,Assigned to Agent,2024-08-10 03:26:27.924160,Low,Access,Agent7
TKT-1213,Investigation Started,2024-08-10 04:17:10.069040,Low,Access,Agent7
TKT-1213,Awaiting Customer Response,2024-08-10 12:27:29.946052,Low,Access,Agent14
TKT-1213,Solution Proposed,2024-08-10 14:08:38.618839,Low,Access,Agent6
TKT-1213,Solution Implemented,2024-08-11 03:04:18.642594,Low,Access,Agent14
TKT-1213,Customer Verification,2024-08-12 09:46:23.645553,Low,Access,Agent12
TKT-1213,Ticket Closed,2024-08-12 10:41:01.303809,Low,Access,Agent14
TKT-1214,Ticket Created,2024-09-03 00:00:00.000000,High,Hardware,Agent10
TKT-1214,Initial Triage,2024-09-03 02:33:21.430901,High,Hardware,Agent10
TKT-1214,Assigned to Agent,2024-09-03 05:31:45.790782,High,Hardware,Agent2
TKT-1214,Investigation Started,2024-09-03 07:38:02.026726,High,Hardware,Agent13
TKT-1214,Awaiting Customer Response,2024-09-06 12:10:07.313783,High,Hardware,Agent12
TKT-1214,Solution Proposed,2024-09-06 17:03:14.200925,High,Hardware,Agent10
TKT-1214,Solution Implemented,2024-09-06 23:26:53.525960,High,Hardware,Agent7
TKT-1214,Customer Verification,2024-09-09 13:51:16.870903,High,Hardware,Agent1
TKT-1214,Ticket Closed,2024-09-09 15:30:08.736679,High,Hardware,Agent8
TKT-1215,Ticket Created,2024-03-22 00:00:00.000000,Medium,Network,Agent13
TKT-1215,Initial Triage,2024-03-22 02:21:14.773067,Medium,Network,Agent12
TKT-1215,Assigned to Agent,2024-03-22 06:44:10.930823,Medium,Network,Agent3
TKT-1215,Investigation Started,2024-03-22 09:32:22.771391,Medium,Network,Agent9
TKT-1215,Awaiting Customer Response,2024-03-22 15:36:27.744225,Medium,Network,Agent7
TKT-1215,Solution Proposed,2024-03-22 20:06:01.295479,Medium,Network,Agent11
TKT-1215,Solution Implemented,2024-03-23 08:46:28.622196,Medium,Network,Agent14
TKT-1215,Customer Verification,2024-03-26 02:58:20.993301,Medium,Network,Agent13
TKT-1215,Ticket Closed,2024-03-26 04:53:58.795360,Medium,Network,Agent5
TKT-1216,Ticket Created,2024-07-06 00:00:00.000000,Medium,Email,Agent10
TKT-1216,Initial Triage,2024-07-06 02:40:26.454742,Medium,Email,Agent6
TKT-1216,Assigned to Agent,2024-07-06 05:16:58.088232,Medium,Email,Agent7
TKT-1216,Investigation Started,2024-07-06 09:02:45.354986,Medium,Email,Agent13
TKT-1216,Awaiting Customer Response,2024-07-06 12:27:29.402547,Medium,Email,Agent6
TKT-1216,Solution Proposed,2024-07-06 17:43:54.064649,Medium,Email,Agent5
TKT-1216,Solution Implemented,2024-07-06 23:37:57.675030,Medium,Email,Agent12
TKT-1216,Customer Verification,2024-07-08 17:04:42.916480,Medium,Email,Agent6
TKT-1216,Ticket Closed,2024-07-08 18:49:01.755618,Medium,Email,Agent6
TKT-1217,Ticket Created,2024-01-06 00:00:00.000000,Medium,Hardware,Agent14
TKT-1217,Initial Triage,2024-01-06 01:07:55.185996,Medium,Hardware,Agent10
TKT-1217,Assigned to Agent,2024-01-06 04:42:13.432359,Medium,Hardware,Agent11
TKT-1217,Investigation Started,2024-01-06 06:23:05.684463,Medium,Hardware,Agent11
TKT-1217,Awaiting Customer Response,2024-01-06 16:20:39.034400,Medium,Hardware,Agent14
TKT-1217,Solution Proposed,2024-01-06 22:17:12.424064,Medium,Hardware,Agent9
TKT-1217,Solution Implemented,2024-01-07 03:49:25.784007,Medium,Hardware,Agent5
TKT-1217,Customer Verification,2024-01-09 20:16:05.287041,Medium,Hardware,Agent7
TKT-1217,Ticket Closed,2024-01-09 21:39:05.525646,Medium,Hardware,Agent4
TKT-1218,Ticket Created,2024-04-23 00:00:00.000000,Low,Software,Agent1
TKT-1218,Initial Triage,2024-04-23 02:04:05.960416,Low,Software,Agent13
TKT-1218,Assigned to Agent,2024-04-23 04:41:33.765056,Low,Software,Agent4
TKT-1218,Investigation Started,2024-04-23 06:47:48.642348,Low,Software,Agent13
TKT-1218,Awaiting Customer Response,2024-04-26 05:27:55.338038,Low,Software,Agent2
TKT-1218,Solution Proposed,2024-04-26 11:12:28.391016,Low,Software,Agent7
TKT-1218,Solution Implemented,2024-04-26 17:17:18.021056,Low,Software,Agent8
TKT-1218,Customer Verification,2024-04-29 12:45:34.874302,Low,Software,Agent11
TKT-1218,Ticket Closed,2024-04-29 14:08:40.592869,Low,Software,Agent5
TKT-1219,Ticket Created,2024-07-07 00:00:00.000000,Medium,Hardware,Agent7
TKT-1219,Initial Triage,2024-07-07 01:43:05.388187,Medium,Hardware,Agent2
TKT-1219,Assigned to Agent,2024-07-07 06:18:31.026739,Medium,Hardware,Agent14
TKT-1219,Investigation Started,2024-07-07 10:18:25.453800,Medium,Hardware,Agent2
TKT-1219,Awaiting Customer Response,2024-07-11 17:45:07.788666,Medium,Hardware,Agent13
TKT-1219,Solution Proposed,2024-07-11 22:07:26.982399,Medium,Hardware,Agent14
TKT-1219,Solution Implemented,2024-07-12 02:59:11.180371,Medium,Hardware,Agent7
TKT-1219,Customer Verification,2024-07-14 05:46:56.876264,Medium,Hardware,Agent3
TKT-1219,Ticket Closed,2024-07-14 07:12:18.573623,Medium,Hardware,Agent9
TKT-1220,Ticket Created,2024-02-22 00:00:00.000000,Medium,Access,Agent7
TKT-1220,Initial Triage,2024-02-22 02:03:56.901165,Medium,Access,Agent14
TKT-1220,Assigned to Agent,2024-02-22 06:55:26.132205,Medium,Access,Agent4
TKT-1220,Investigation Started,2024-02-22 10:40:23.764376,Medium,Access,Agent1
TKT-1220,Awaiting Customer Response,2024-02-22 20:12:38.190911,Medium,Access,Agent9
TKT-1220,Solution Proposed,2024-02-22 22:53:26.317973,Medium,Access,Agent12
TKT-1220,Solution Implemented,2024-02-23 11:02:06.071630,Medium,Access,Agent14
TKT-1220,Customer Verification,2024-02-26 05:55:58.698487,Medium,Access,Agent8
TKT-1220,Ticket Closed,2024-02-26 06:51:16.367138,Medium,Access,Agent14
TKT-1221,Ticket Created,2024-08-19 00:00:00.000000,Medium,Network,Agent10
TKT-1221,Initial Triage,2024-08-19 01:28:48.842192,Medium,Network,Agent11
TKT-1221,Assigned to Agent,2024-08-19 06:27:34.157634,Medium,Network,Agent1
TKT-1221,Investigation Started,2024-08-19 07:41:50.003896,Medium,Network,Agent10
TKT-1221,Awaiting Customer Response,2024-08-19 15:21:18.139870,Medium,Network,Agent7
TKT-1221,Solution Proposed,2024-08-19 20:59:30.533121,Medium,Network,Agent6
TKT-1221,Solution Implemented,2024-08-19 23:55:05.258638,Medium,Network,Agent5
TKT-1221,Customer Verification,2024-08-22 08:53:01.275930,Medium,Network,Agent3
TKT-1221,Ticket Closed,2024-08-22 10:10:14.848373,Medium,Network,Agent9
TKT-1222,Ticket Created,2024-05-18 00:00:00.000000,Low,Network,Agent8
TKT-1222,Initial Triage,2024-05-18 00:34:30.934850,Low,Network,Agent3
TKT-1222,Assigned to Agent,2024-05-18 03:37:54.087686,Low,Network,Agent8
TKT-1222,Investigation Started,2024-05-18 07:23:52.471792,Low,Network,Agent12
TKT-1222,Awaiting Customer Response,2024-05-21 22:07:21.808866,Low,Network,Agent8
TKT-1222,Solution Proposed,2024-05-22 00:42:37.703471,Low,Network,Agent2
TKT-1222,Solution Implemented,2024-05-22 11:23:06.346189,Low,Network,Agent5
TKT-1222,Customer Verification,2024-05-25 04:28:35.051611,Low,Network,Agent4
TKT-1222,Ticket Closed,2024-05-25 05:30:07.283161,Low,Network,Agent1
TKT-1223,Ticket Created,2024-09-25 00:00:00.000000,Low,Software,Agent4
TKT-1223,Initial Triage,2024-09-25 02:11:43.024479,Low,Software,Agent1
TKT-1223,Assigned to Agent,2024-09-25 08:08:20.427775,Low,Software,Agent7
TKT-1223,Investigation Started,2024-09-25 10:09:49.552135,Low,Software,Agent3
TKT-1223,Awaiting Customer Response,2024-09-27 18:48:03.828262,Low,Software,Agent8
TKT-1223,Solution Proposed,2024-09-27 21:22:00.765895,Low,Software,Agent12
TKT-1223,Solution Implemented,2024-09-28 03:01:17.611617,Low,Software,Agent2
TKT-1223,Customer Verification,2024-10-01 02:31:23.963465,Low,Software,Agent1
TKT-1223,Ticket Closed,2024-10-01 04:25:35.579838,Low,Software,Agent8
TKT-1224,Ticket Created,2024-05-16 00:00:00.000000,Critical,Software,Agent8
TKT-1224,Initial Triage,2024-05-16 01:59:16.915507,Critical,Software,Agent8
TKT-1224,Assigned to Agent,2024-05-16 05:22:40.832301,Critical,Software,Agent13
TKT-1224,Investigation Started,2024-05-16 07:26:29.435344,Critical,Software,Agent2
TKT-1224,Awaiting Customer Response,2024-05-17 07:55:26.611926,Critical,Software,Agent6
TKT-1224,Solution Proposed,2024-05-17 12:14:01.057313,Critical,Software,Agent10
TKT-1224,Solution Implemented,2024-05-17 23:17:55.887141,Critical,Software,Agent8
TKT-1224,Customer Verification,2024-05-19 21:58:20.367483,Critical,Software,Agent3
TKT-1224,Ticket Closed,2024-05-19 22:54:49.407861,Critical,Software,Agent3
TKT-1225,Ticket Created,2024-09-27 00:00:00.000000,High,Hardware,Agent3
TKT-1225,Initial Triage,2024-09-27 01:01:52.025495,High,Hardware,Agent5
TKT-1225,Assigned to Agent,2024-09-27 03:46:38.372243,High,Hardware,Agent2
TKT-1225,Investigation Started,2024-09-27 07:16:25.641731,High,Hardware,Agent2
TKT-1225,Awaiting Customer Response,2024-09-27 18:21:55.951237,High,Hardware,Agent7
TKT-1225,Solution Proposed,2024-09-27 20:51:35.379672,High,Hardware,Agent1
TKT-1225,Solution Implemented,2024-09-28 05:01:14.305216,High,Hardware,Agent2
TKT-1225,Customer Verification,2024-09-29 04:05:54.916003,High,Hardware,Agent10
TKT-1225,Ticket Closed,2024-09-29 05:30:15.419759,High,Hardware,Agent4
TKT-1226,Ticket Created,2024-10-20 00:00:00.000000,High,Email,Agent13
TKT-1226,Initial Triage,2024-10-20 01:43:55.376261,High,Email,Agent10
TKT-1226,Assigned to Agent,2024-10-20 03:41:30.030605,High,Email,Agent14
TKT-1226,Investigation Started,2024-10-20 06:24:16.231306,High,Email,Agent8
TKT-1226,Awaiting Customer Response,2024-10-23 10:53:14.259030,High,Email,Agent1
TKT-1226,Solution Proposed,2024-10-23 12:06:48.744432,High,Email,Agent12
TKT-1226,Solution Implemented,2024-10-24 00:22:31.949836,High,Email,Agent4
TKT-1226,Customer Verification,2024-10-25 23:15:38.044642,High,Email,Agent5
TKT-1226,Ticket Closed,2024-10-26 00:59:31.342135,High,Email,Agent6
TKT-1227,Ticket Created,2024-02-09 00:00:00.000000,Medium,Network,Agent2
TKT-1227,Initial Triage,2024-02-09 01:54:05.218281,Medium,Network,Agent4
TKT-1227,Assigned to Agent,2024-02-09 02:58:37.657589,Medium,Network,Agent7
TKT-1227,Investigation Started,2024-02-09 04:21:57.273515,Medium,Network,Agent5
TKT-1227,Awaiting Customer Response,2024-02-10 11:37:45.751024,Medium,Network,Agent5
TKT-1227,Solution Proposed,2024-02-10 13:13:22.514743,Medium,Network,Agent13
TKT-1227,Solution Implemented,2024-02-10 23:24:50.468230,Medium,Network,Agent5
TKT-1227,Customer Verification,2024-02-11 15:26:53.051130,Medium,Network,Agent2
TKT-1227,Ticket Closed,2024-02-11 17:03:22.931187,Medium,Network,Agent12
TKT-1228,Ticket Created,2024-04-17 00:00:00.000000,Medium,Network,Agent12
TKT-1228,Initial Triage,2024-04-17 02:40:57.979585,Medium,Network,Agent13
TKT-1228,Assigned to Agent,2024-04-17 07:39:30.931877,Medium,Network,Agent13
TKT-1228,Investigation Started,2024-04-17 09:01:13.608305,Medium,Network,Agent12
TKT-1228,Awaiting Customer Response,2024-04-17 13:37:01.758507,Medium,Network,Agent10
TKT-1228,Solution Proposed,2024-04-17 16:46:23.968163,Medium,Network,Agent2
TKT-1228,Solution Implemented,2024-04-17 19:28:41.584322,Medium,Network,Agent4
TKT-1228,Customer Verification,2024-04-18 09:06:47.586903,Medium,Network,Agent1
TKT-1228,Ticket Closed,2024-04-18 10:18:00.403473,Medium,Network,Agent8
TKT-1229,Ticket Created,2024-11-16 00:00:00.000000,Critical,Hardware,Agent9
TKT-1229,Initial Triage,2024-11-16 01:56:38.685789,Critical,Hardware,Agent6
TKT-1229,Assigned to Agent,2024-11-16 09:13:41.823665,Critical,Hardware,Agent1
TKT-1229,Investigation Started,2024-11-16 09:59:44.965914,Critical,Hardware,Agent3
TKT-1229,Awaiting Customer Response,2024-11-18 20:48:05.631605,Critical,Hardware,Agent1
TKT-1229,Solution Proposed,2024-11-18 23:26:32.862295,Critical,Hardware,Agent10
TKT-1229,Solution Implemented,2024-11-19 03:37:37.067187,Critical,Hardware,Agent6
TKT-1229,Customer Verification,2024-11-20 19:37:42.781298,Critical,Hardware,Agent14
TKT-1229,Ticket Closed,2024-11-20 21:29:52.400500,Critical,Hardware,Agent3
TKT-1230,Ticket Created,2024-05-22 00:00:00.000000,Low,Email,Agent6
TKT-1230,Initial Triage,2024-05-22 02:24:16.952507,Low,Email,Agent13
TKT-1230,Assigned to Agent,2024-05-22 06:37:06.877894,Low,Email,Agent5
TKT-1230,Investigation Started,2024-05-22 07:50:00.387056,Low,Email,Agent12
TKT-1230,Awaiting Customer Response,2024-05-27 01:28:24.187645,Low,Email,Agent1
TKT-1230,Solution Proposed,2024-05-27 04:34:37.889277,Low,Email,Agent2
TKT-1230,Solution Implemented,2024-05-27 07:02:03.905941,Low,Email,Agent5
TKT-1230,Customer Verification,2024-05-28 13:44:33.167523,Low,Email,Agent6
TKT-1230,Ticket Closed,2024-05-28 14:29:03.749108,Low,Email,Agent2
TKT-1231,Ticket Created,2024-09-05 00:00:00.000000,Critical,Hardware,Agent14
TKT-1231,Initial Triage,2024-09-05 02:36:43.760947,Critical,Hardware,Agent7
TKT-1231,Assigned to Agent,2024-09-05 06:32:08.969242,Critical,Hardware,Agent7
TKT-1231,Investigation Started,2024-09-05 08:49:43.953613,Critical,Hardware,Agent11
TKT-1231,Awaiting Customer Response,2024-09-09 03:23:20.582744,Critical,Hardware,Agent3
TKT-1231,Solution Proposed,2024-09-09 06:09:44.574434,Critical,Hardware,Agent4
TKT-1231,Solution Implemented,2024-09-09 17:42:04.766301,Critical,Hardware,Agent10
TKT-1231,Customer Verification,2024-09-12 07:43:11.872564,Critical,Hardware,Agent8
TKT-1231,Ticket Closed,2024-09-12 08:41:57.993663,Critical,Hardware,Agent13
TKT-1232,Ticket Created,2024-02-19 00:00:00.000000,Medium,Network,Agent1
TKT-1232,Initial Triage,2024-02-19 01:36:37.037218,Medium,Network,Agent4
TKT-1232,Assigned to Agent,2024-02-19 05:30:08.984652,Medium,Network,Agent10
TKT-1232,Investigation Started,2024-02-19 07:53:05.049630,Medium,Network,Agent5
TKT-1232,Awaiting Customer Response,2024-02-21 21:49:46.669043,Medium,Network,Agent4
TKT-1232,Solution Proposed,2024-02-22 01:36:40.573174,Medium,Network,Agent12
TKT-1232,Solution Implemented,2024-02-22 16:18:45.919970,Medium,Network,Agent4
TKT-1232,Customer Verification,2024-02-24 05:27:49.421165,Medium,Network,Agent12
TKT-1232,Ticket Closed,2024-02-24 06:44:28.112518,Medium,Network,Agent2
TKT-1233,Ticket Created,2024-06-07 00:00:00.000000,Medium,Network,Agent9
TKT-1233,Initial Triage,2024-06-07 01:16:57.451306,Medium,Network,Agent2
TKT-1233,Assigned to Agent,2024-06-07 08:29:09.231964,Medium,Network,Agent8
TKT-1233,Investigation Started,2024-06-07 10:36:43.357891,Medium,Network,Agent7
TKT-1233,Awaiting Customer Response,2024-06-07 18:54:36.901451,Medium,Network,Agent3
TKT-1233,Solution Proposed,2024-06-07 20:22:01.635338,Medium,Network,Agent6
TKT-1233,Solution Implemented,2024-06-08 05:48:18.853863,Medium,Network,Agent5
TKT-1233,Customer Verification,2024-06-10 16:39:47.048410,Medium,Network,Agent7
TKT-1233,Ticket Closed,2024-06-10 18:15:37.129316,Medium,Network,Agent11
TKT-1234,Ticket Created,2024-12-15 00:00:00.000000,High,Email,Agent6
TKT-1234,Initial Triage,2024-12-15 02:51:28.573407,High,Email,Agent13
TKT-1234,Assigned to Agent,2024-12-15 06:52:37.376407,High,Email,Agent4
TKT-1234,Investigation Started,2024-12-15 10:03:55.791455,High,Email,Agent6
TKT-1234,Awaiting Customer Response,2024-12-19 19:06:35.571074,High,Email,Agent8
TKT-1234,Solution Proposed,2024-12-19 22:50:50.057892,High,Email,Agent9
TKT-1234,Solution Implemented,2024-12-20 05:09:56.859279,High,Email,Agent4
TKT-1234,Customer Verification,2024-12-21 06:04:41.026901,High,Email,Agent8
TKT-1234,Ticket Closed,2024-12-21 06:38:13.081738,High,Email,Agent3
TKT-1235,Ticket Created,2024-04-05 00:00:00.000000,High,Network,Agent4
TKT-1235,Initial Triage,2024-04-05 01:18:39.112269,High,Network,Agent1
TKT-1235,Assigned to Agent,2024-04-05 07:24:34.057798,High,Network,Agent5
TKT-1235,Investigation Started,2024-04-05 10:54:34.672677,High,Network,Agent8
TKT-1235,Awaiting Customer Response,2024-04-05 22:22:37.897486,High,Network,Agent4
TKT-1235,Solution Proposed,2024-04-06 01:17:18.438022,High,Network,Agent7
TKT-1235,Solution Implemented,2024-04-06 07:00:41.231934,High,Network,Agent11
TKT-1235,Customer Verification,2024-04-08 17:49:22.113926,High,Network,Agent9
TKT-1235,Ticket Closed,2024-04-08 19:13:41.169481,High,Network,Agent7
TKT-1236,Ticket Created,2024-04-22 00:00:00.000000,Medium,Software,Agent11
TKT-1236,Initial Triage,2024-04-22 02:50:46.768051,Medium,Software,Agent7
TKT-1236,Assigned to Agent,2024-04-22 04:18:22.209387,Medium,Software,Agent13
TKT-1236,Investigation Started,2024-04-22 05:35:07.927984,Medium,Software,Agent4
TKT-1236,Awaiting Customer Response,2024-04-24 21:38:09.973440,Medium,Software,Agent12
TKT-1236,Solution Proposed,2024-04-24 23:17:18.996194,Medium,Software,Agent8
TKT-1236,Solution Implemented,2024-04-25 07:08:33.493517,Medium,Software,Agent9
TKT-1236,Customer Verification,2024-04-27 18:58:31.085194,Medium,Software,Agent10
TKT-1236,Ticket Closed,2024-04-27 19:36:05.374570,Medium,Software,Agent10
TKT-1237,Ticket Created,2024-01-25 00:00:00.000000,Medium,Hardware,Agent14
TKT-1237,Initial Triage,2024-01-25 00:53:56.624113,Medium,Hardware,Agent2
TKT-1237,Assigned to Agent,2024-01-25 02:26:12.171628,Medium,Hardware,Agent11
TKT-1237,Investigation Started,2024-01-25 03:01:10.889324,Medium,Hardware,Agent5
TKT-1237,Awaiting Customer Response,2024-01-25 08:03:56.574132,Medium,Hardware,Agent1
TKT-1237,Solution Proposed,2024-01-25 10:13:23.127980,Medium,Hardware,Agent2
TKT-1237,Solution Implemented,2024-01-26 01:11:36.903397,Medium,Hardware,Agent10
TKT-1237,Customer Verification,2024-01-28 20:48:30.834205,Medium,Hardware,Agent11
TKT-1237,Ticket Closed,2024-01-28 21:22:03.550107,Medium,Hardware,Agent1
TKT-1238,Ticket Created,2024-07-05 00:00:00.000000,Low,Network,Agent10
TKT-1238,Initial Triage,2024-07-05 02:52:00.804317,Low,Network,Agent9
TKT-1238,Assigned to Agent,2024-07-05 09:22:42.577662,Low,Network,Agent10
TKT-1238,Investigation Started,2024-07-05 11:56:15.815646,Low,Network,Agent13
TKT-1238,Awaiting Customer Response,2024-07-06 12:32:18.397633,Low,Network,Agent10
TKT-1238,Solution Proposed,2024-07-06 14:54:52.702892,Low,Network,Agent11
TKT-1238,Solution Implemented,2024-07-07 00:50:22.713873,Low,Network,Agent8
TKT-1238,Customer Verification,2024-07-09 19:05:39.264817,Low,Network,Agent7
TKT-1238,Ticket Closed,2024-07-09 20:25:08.555056,Low,Network,Agent8
TKT-1239,Ticket Created,2024-09-10 00:00:00.000000,Low,Email,Agent11
TKT-1239,Initial Triage,2024-09-10 02:30:50.839248,Low,Email,Agent13
TKT-1239,Assigned to Agent,2024-09-10 05:44:13.214661,Low,Email,Agent4
TKT-1239,Investigation Started,2024-09-10 09:05:51.261595,Low,Email,Agent5
TKT-1239,Awaiting Customer Response,2024-09-12 03:38:58.259500,Low,Email,Agent6
TKT-1239,Solution Proposed,2024-09-12 06:20:12.436521,Low,Email,Agent12
TKT-1239,Solution Implemented,2024-09-12 12:21:33.703033,Low,Email,Agent7
TKT-1239,Customer Verification,2024-09-13 13:01:36.906626,Low,Email,Agent10
TKT-1239,Ticket Closed,2024-09-13 14:31:16.006507,Low,Email,Agent4
TKT-1240,Ticket Created,2024-10-11 00:00:00.000000,Medium,Email,Agent3
TKT-1240,Initial Triage,2024-10-11 01:42:39.520670,Medium,Email,Agent14
TKT-1240,Assigned to Agent,2024-10-11 06:34:49.132344,Medium,Email,Agent13
TKT-1240,Investigation Started,2024-10-11 09:04:56.280410,Medium,Email,Agent5
TKT-1240,Awaiting Customer Response,2024-10-11 12:37:16.676979,Medium,Email,Agent4
TKT-1240,Solution Proposed,2024-10-11 17:17:26.973765,Medium,Email,Agent4
TKT-1240,Solution Implemented,2024-10-12 00:59:55.848607,Medium,Email,Agent2
TKT-1240,Customer Verification,2024-10-12 16:23:58.821955,Medium,Email,Agent4
TKT-1240,Ticket Closed,2024-10-12 17:46:36.950566,Medium,Email,Agent3
TKT-1241,Ticket Created,2024-11-13 00:00:00.000000,Medium,Email,Agent6
TKT-1241,Initial Triage,2024-11-13 01:08:58.453241,Medium,Email,Agent6
TKT-1241,Assigned to Agent,2024-11-13 04:30:38.689286,Medium,Email,Agent4
TKT-1241,Investigation Started,2024-11-13 05:26:17.294387,Medium,Email,Agent3
TKT-1241,Awaiting Customer Response,2024-11-15 04:31:45.010225,Medium,Email,Agent9
TKT-1241,Solution Proposed,2024-11-15 06:14:04.946917,Medium,Email,Agent4
TKT-1241,Solution Implemented,2024-11-15 09:42:46.760834,Medium,Email,Agent5
TKT-1241,Customer Verification,2024-11-16 07:05:31.226507,Medium,Email,Agent14
TKT-1241,Ticket Closed,2024-11-16 08:23:41.049109,Medium,Email,Agent6
TKT-1242,Ticket Created,2024-10-26 00:00:00.000000,Medium,Email,Agent2
TKT-1242,Initial Triage,2024-10-26 00:34:30.191989,Medium,Email,Agent9
TKT-1242,Assigned to Agent,2024-10-26 02:40:06.469989,Medium,Email,Agent7
TKT-1242,Investigation Started,2024-10-26 03:34:44.199851,Medium,Email,Agent10
TKT-1242,Awaiting Customer Response,2024-10-26 12:10:23.426486,Medium,Email,Agent9
TKT-1242,Solution Proposed,2024-10-26 15:42:30.910119,Medium,Email,Agent3
TKT-1242,Solution Implemented,2024-10-27 07:30:03.707696,Medium,Email,Agent2
TKT-1242,Customer Verification,2024-10-28 21:33:45.791295,Medium,Email,Agent10
TKT-1242,Ticket Closed,2024-10-28 22:42:14.218147,Medium,Email,Agent12
TKT-1243,Ticket Created,2024-04-16 00:00:00.000000,Medium,Email,Agent8
TKT-1243,Initial Triage,2024-04-16 02:33:29.458914,Medium,Email,Agent7
TKT-1243,Assigned to Agent,2024-04-16 04:15:18.031037,Medium,Email,Agent7
TKT-1243,Investigation Started,2024-04-16 04:48:42.156043,Medium,Email,Agent2
TKT-1243,Awaiting Customer Response,2024-04-19 02:01:22.496355,Medium,Email,Agent11
TKT-1243,Solution Proposed,2024-04-19 07:58:57.825805,Medium,Email,Agent1
TKT-1243,Solution Implemented,2024-04-19 19:06:43.316124,Medium,Email,Agent5
TKT-1243,Customer Verification,2024-04-22 05:02:01.802717,Medium,Email,Agent2
TKT-1243,Ticket Closed,2024-04-22 06:26:15.139803,Medium,Email,Agent4
TKT-1244,Ticket Created,2024-10-22 00:00:00.000000,Low,Software,Agent2
TKT-1244,Initial Triage,2024-10-22 02:11:04.550084,Low,Software,Agent13
TKT-1244,Assigned to Agent,2024-10-22 04:07:48.569769,Low,Software,Agent3
TKT-1244,Investigation Started,2024-10-22 06:59:52.265013,Low,Software,Agent1
TKT-1244,Awaiting Customer Response,2024-10-22 16:39:22.110425,Low,Software,Agent2
TKT-1244,Solution Proposed,2024-10-22 20:31:58.575541,Low,Software,Agent14
TKT-1244,Solution Implemented,2024-10-23 03:49:34.854338,Low,Software,Agent12
TKT-1244,Customer Verification,2024-10-25 13:56:28.421815,Low,Software,Agent13
TKT-1244,Ticket Closed,2024-10-25 15:08:14.381938,Low,Software,Agent10
TKT-1245,Ticket Created,2024-12-26 00:00:00.000000,Low,Email,Agent6
TKT-1245,Initial Triage,2024-12-26 01:02:48.425000,Low,Email,Agent5
TKT-1245,Assigned to Agent,2024-12-26 06:35:59.141270,Low,Email,Agent13
TKT-1245,Investigation Started,2024-12-26 09:13:14.703058,Low,Email,Agent4
TKT-1245,Awaiting Customer Response,2024-12-26 12:21:18.572474,Low,Email,Agent2
TKT-1245,Solution Proposed,2024-12-26 14:16:20.715695,Low,Email,Agent9
TKT-1245,Solution Implemented,2024-12-27 05:16:35.237007,Low,Email,Agent8
TKT-1245,Customer Verification,2024-12-28 00:51:34.704247,Low,Email,Agent10
TKT-1245,Ticket Closed,2024-12-28 01:22:48.589287,Low,Email,Agent9
TKT-1246,Ticket Created,2024-02-08 00:00:00.000000,Low,Access,Agent12
TKT-1246,Initial Triage,2024-02-08 02:26:37.099205,Low,Access,Agent3
TKT-1246,Assigned to Agent,2024-02-08 07:16:50.358314,Low,Access,Agent8
TKT-1246,Investigation Started,2024-02-08 09:30:17.105780,Low,Access,Agent2
TKT-1246,Awaiting Customer Response,2024-02-08 21:09:28.003831,Low,Access,Agent13
TKT-1246,Solution Proposed,2024-02-09 02:11:15.624047,Low,Access,Agent5
TKT-1246,Solution Implemented,2024-02-09 12:15:50.436593,Low,Access,Agent13
TKT-1246,Customer Verification,2024-02-10 01:44:42.214554,Low,Access,Agent5
TKT-1246,Ticket Closed,2024-02-10 02:20:56.942618,Low,Access,Agent14
TKT-1247,Ticket Created,2024-05-07 00:00:00.000000,High,Software,Agent10
TKT-1247,Initial Triage,2024-05-07 01:30:59.314836,High,Software,Agent8
TKT-1247,Assigned to Agent,2024-05-07 08:28:39.491682,High,Software,Agent13
TKT-1247,Investigation Started,2024-05-07 10:00:15.744792,High,Software,Agent14
TKT-1247,Awaiting Customer Response,2024-05-07 21:56:54.694424,High,Software,Agent8
TKT-1247,Solution Proposed,2024-05-08 02:54:34.135930,High,Software,Agent1
TKT-1247,Solution Implemented,2024-05-08 16:38:05.689967,High,Software,Agent4
TKT-1247,Customer Verification,2024-05-11 13:23:25.413078,High,Software,Agent3
TKT-1247,Ticket Closed,2024-05-11 14:16:15.045078,High,Software,Agent13
TKT-1248,Ticket Created,2024-05-28 00:00:00.000000,Low,Network,Agent8
TKT-1248,Initial Triage,2024-05-28 00:49:09.971875,Low,Network,Agent7
TKT-1248,Assigned to Agent,2024-05-28 01:55:59.306644,Low,Network,Agent6
TKT-1248,Investigation Started,2024-05-28 04:49:45.596692,Low,Network,Agent1
TKT-1248,Awaiting Customer Response,2024-05-28 12:23:42.420118,Low,Network,Agent7
TKT-1248,Solution Proposed,2024-05-28 14:01:35.300586,Low,Network,Agent12
TKT-1248,Solution Implemented,2024-05-29 04:57:57.716026,Low,Network,Agent6
